unique_id,ds,cutoff,NHITS_1,NHITS_2,NHITS_3,NHITS_6,NHITS_12,NHITS_18,NHITS_24,NHITS_36,NHITS_48,NHITS_60,NHITS_90,NHITS_120,y,SeasonalNaive,WindowAverage,dataset
m101,2022-10-01,2022-05-01,2513.4182,2698.6719,2964.9055,3376.6335,2958.4963,2654.0962,3107.7068,3095.0188,3205.5095,3186.1387,2966.5356,3012.9355,3889.0,2695.0,3144.9167,Tourism
m101,2022-11-01,2022-05-01,2497.7612,2771.8367,2983.0066,3488.813,2583.8293,2557.816,2841.9993,2773.389,2979.5708,2849.9329,2620.104,2600.3281,3447.0,2164.0,3144.9167,Tourism
m101,2022-12-01,2022-05-01,2483.9592,2799.6484,3161.1877,4761.121,4617.296,4220.7227,4227.2275,4161.4883,4153.4175,4218.422,4044.1545,4002.0588,4851.0,4438.0,3144.9167,Tourism
m101,2023-01-01,2022-05-01,2543.8435,2832.2405,3087.4055,2884.6501,2821.47,2652.0894,2721.3455,2671.035,2919.2595,2619.814,2614.142,2661.8206,3366.0,2623.0,3144.9167,Tourism
m101,2023-02-01,2022-05-01,2593.7888,2823.5906,3094.1267,2833.304,2697.372,2532.2124,2589.205,2612.8313,2799.665,2639.7578,2724.2378,2624.5713,3254.0,2580.0,3144.9167,Tourism
m101,2023-03-01,2022-05-01,2619.6367,2970.3728,3434.2646,3578.782,3316.1084,3061.1633,3217.3762,3246.095,3466.82,3305.0986,3181.9883,3036.526,3641.0,3288.0,3144.9167,Tourism
m101,2023-04-01,2022-05-01,2721.8389,3080.8628,3134.8035,3197.733,3143.9512,2985.4646,3127.6843,3076.16,2974.9832,3144.4028,2724.8528,2658.8025,3492.0,2908.0,3144.9167,Tourism
m101,2023-05-01,2022-05-01,2838.192,2845.3984,2854.571,2884.643,2850.5427,2916.7954,3008.1782,2990.8823,3058.1265,2786.4766,2704.6047,2531.0784,3269.0,2696.0,3144.9167,Tourism
m101,2023-06-01,2022-05-01,2755.396,2839.1956,2986.085,3383.507,3899.039,3750.1685,4080.4888,3901.8354,4004.9224,3849.9858,3541.7026,3571.1643,4757.0,3874.0,3144.9167,Tourism
m101,2023-07-01,2022-05-01,2695.4485,2886.1528,2949.0344,3642.0605,4501.397,4349.4224,4731.5244,4546.904,4486.043,4333.8994,4288.406,4087.5344,7059.0,4487.0,3144.9167,Tourism
m101,2023-08-01,2022-05-01,2684.1611,2818.1006,2977.056,3538.2708,3560.0676,3434.8364,3558.2854,3535.3706,3460.4485,3463.598,3407.8489,3133.126,7205.0,3631.0,3144.9167,Tourism
m101,2023-09-01,2022-05-01,2643.618,2837.717,3043.5203,3881.7107,2870.0059,2702.8025,3193.7896,2946.8809,3164.2312,3085.9614,2939.5835,2928.1865,4476.0,2355.0,3144.9167,Tourism
m101,2023-10-01,2022-05-01,2623.3499,2844.1152,3121.2485,3631.0654,3104.5981,2759.2346,3355.2332,3292.617,3366.2598,3285.8174,2906.319,2946.2112,4941.0,2695.0,3144.9167,Tourism
m101,2023-11-01,2022-05-01,2581.9958,2862.162,3096.4631,3736.3376,2886.6855,2596.5542,3051.153,3048.4004,3159.799,3113.7554,2668.063,2442.627,4150.0,2164.0,3144.9167,Tourism
m102,2022-06-01,2022-05-01,3334.7002,3377.168,3582.9536,5954.912,6745.592,5905.8223,5996.4146,6181.594,5822.9814,5962.619,5555.5737,5586.7803,5580.0,6905.0,5162.6665,Tourism
m102,2022-07-01,2022-05-01,3246.0771,3216.3164,3432.5593,5530.6523,7718.3086,6532.78,7122.537,6628.869,7022.4736,7031.4043,6029.0674,6183.379,8215.0,6995.0,5162.6665,Tourism
m102,2022-08-01,2022-05-01,3271.8967,3259.2136,3434.13,4776.254,4449.0044,3682.4614,4333.8022,3848.7053,3824.7468,3487.6313,3897.3008,3177.0842,3771.0,3201.0,5162.6665,Tourism
m102,2022-09-01,2022-05-01,3222.6304,3217.4329,3514.0605,6523.3325,4297.782,3683.388,4258.6426,4044.088,3432.1667,3474.8135,3649.7488,4012.0596,4408.0,3472.0,5162.6665,Tourism
m102,2022-10-01,2022-05-01,3181.8062,3184.704,3498.5178,5976.323,4438.1836,4867.632,5058.6826,4221.5684,4428.744,4320.3057,3408.834,3769.93,4357.0,3531.0,5162.6665,Tourism
m102,2022-11-01,2022-05-01,3161.957,3105.3215,3471.967,8400.997,8661.946,8902.991,10001.728,9242.324,9890.966,10092.465,9291.95,9835.406,8738.0,9100.0,5162.6665,Tourism
m102,2022-12-01,2022-05-01,3144.4246,3035.6853,3404.328,13741.277,12463.457,13575.236,13252.914,12927.201,13526.834,13043.984,12265.506,10897.545,11561.0,12653.0,5162.6665,Tourism
m102,2023-01-01,2022-05-01,3220.3967,3160.154,3371.481,2945.9167,3196.4014,3189.0293,2923.5713,3730.128,3678.0134,4042.5686,3669.5994,3583.194,3552.0,3201.0,5162.6665,Tourism
m102,2023-02-01,2022-05-01,3283.7458,3229.591,3535.857,3254.312,3697.0142,3664.2288,3763.7434,3653.9897,3724.1733,3268.8396,3311.9822,4128.132,2836.0,2951.0,5162.6665,Tourism
m102,2023-03-01,2022-05-01,3316.4788,3205.095,3736.0146,3715.4958,4511.2715,4025.8274,3766.5835,4021.6792,4511.7993,4349.4766,3208.5166,3892.2534,2939.0,3471.0,5162.6665,Tourism
m102,2023-04-01,2022-05-01,3446.1257,3298.0298,3338.3474,3598.6543,4037.058,4169.498,3829.2458,3305.8179,2988.4683,3118.0037,2531.587,2775.438,3317.0,3058.0,5162.6665,Tourism
m102,2023-05-01,2022-05-01,3593.81,3606.1147,3593.7642,3863.918,4123.2153,3873.9126,3933.9988,3892.5107,4302.7183,3873.5576,3778.3948,3737.4163,2978.0,3414.0,5162.6665,Tourism
m102,2023-06-01,2022-05-01,3488.6848,3491.9485,3752.8147,6452.7373,7513.7275,6097.011,7051.2256,6886.4316,6841.8105,6655.666,5889.479,5747.69,5930.0,6905.0,5162.6665,Tourism
m102,2023-07-01,2022-05-01,3412.5916,3366.4465,3569.0698,6103.992,7860.966,6625.7246,7676.1543,7097.6973,7522.8955,7476.822,6322.366,6014.3433,7455.0,6995.0,5162.6665,Tourism
m102,2023-08-01,2022-05-01,3398.3179,3376.3267,3583.6257,4620.8525,4914.793,3823.36,4706.3496,4344.604,3957.024,3664.9678,4010.2163,2929.1748,4202.0,3201.0,5162.6665,Tourism
m102,2023-09-01,2022-05-01,3346.832,3350.8594,3665.9336,6450.044,5264.327,4197.3486,4988.9414,5084.595,3627.105,3561.9365,3780.533,3471.4893,3501.0,3472.0,5162.6665,Tourism
m102,2023-10-01,2022-05-01,3321.1028,3312.669,3667.8503,6104.619,5234.304,5519.5483,6411.033,5222.4956,4850.789,4835.558,3800.4075,3761.5852,3986.0,3531.0,5162.6665,Tourism
m102,2023-11-01,2022-05-01,3268.664,3220.1597,3617.715,8585.48,9311.207,9610.556,11427.943,10646.287,10404.535,10667.202,9719.267,10221.123,9912.0,9100.0,5162.6665,Tourism
m103,2022-06-01,2022-05-01,637.5746,648.0276,681.12115,653.5066,2168.768,1794.8191,1704.1024,1804.7634,1865.1646,1734.9773,1455.3009,1461.864,2089.0,2503.0,832.6667,Tourism
m103,2022-07-01,2022-05-01,621.5374,618.0921,655.6028,694.99335,1055.7793,831.6023,1045.2377,1111.9557,1208.8221,1036.6442,920.1411,887.9683,1636.0,1184.0,832.6667,Tourism
m103,2022-08-01,2022-05-01,626.2637,625.291,659.0732,713.60065,646.266,552.2168,644.10516,694.73315,674.22534,661.27795,684.2287,606.71045,1186.0,500.0,832.6667,Tourism
m103,2022-09-01,2022-05-01,617.193,619.6091,671.443,700.691,705.2881,635.9431,656.9105,599.65466,544.0205,573.09534,585.44104,539.63525,613.0,503.0,832.6667,Tourism
m103,2022-10-01,2022-05-01,609.72174,613.803,665.6633,721.3045,624.9435,613.52386,553.58984,597.48376,627.53485,498.29437,472.43958,551.63586,688.0,562.0,832.6667,Tourism
m103,2022-11-01,2022-05-01,606.00696,598.0389,659.9,864.99866,501.01288,585.6472,590.19104,609.5517,727.0613,599.5101,531.5855,562.36786,509.0,414.0,832.6667,Tourism
m103,2022-12-01,2022-05-01,602.83624,586.5968,648.0734,872.65393,867.75543,961.1506,968.7001,908.76697,1012.22534,904.3119,967.1267,967.40704,1318.0,883.0,832.6667,Tourism
m103,2023-01-01,2022-05-01,616.9008,611.117,639.25525,730.85956,636.08264,837.467,826.9035,832.2188,894.2793,750.4607,611.6037,743.7064,556.0,666.0,832.6667,Tourism
m103,2023-02-01,2022-05-01,628.66907,621.8008,669.7553,857.77057,894.7098,841.6058,796.9854,860.4266,986.73883,826.6696,862.80066,834.7882,631.0,899.0,832.6667,Tourism
m103,2023-03-01,2022-05-01,634.9055,618.52576,700.3313,679.43744,579.88617,652.6356,711.18494,731.21136,779.123,694.4302,721.62366,686.5933,637.0,642.0,832.6667,Tourism
m103,2023-04-01,2022-05-01,658.94037,635.4489,638.48047,627.6872,626.0427,684.53394,733.4461,699.599,766.747,623.1627,627.3872,562.84375,866.0,585.0,832.6667,Tourism
m103,2023-05-01,2022-05-01,686.0562,688.7685,686.3483,688.9306,820.7428,785.3659,788.9933,798.4282,852.1603,785.5905,801.8041,774.3283,836.0,651.0,832.6667,Tourism
m103,2023-06-01,2022-05-01,666.85864,670.9708,712.9617,708.6973,2188.2026,1910.198,1848.686,1923.9385,1997.6699,1877.19,1658.8857,1649.0347,1980.0,2503.0,832.6667,Tourism
m103,2023-07-01,2022-05-01,652.8943,647.05194,679.89923,715.08746,1185.8804,919.7096,1142.4319,1274.0015,1384.0017,1178.4978,1073.5289,978.2547,1729.0,1184.0,832.6667,Tourism
m103,2023-08-01,2022-05-01,650.10767,648.11017,688.09766,727.85406,750.4303,591.78955,663.5929,801.9065,769.33685,749.21014,737.0069,661.0375,1164.0,500.0,832.6667,Tourism
m103,2023-09-01,2022-05-01,640.728,647.01025,702.89734,716.79315,714.7824,643.8036,651.55615,660.69037,573.8291,641.3438,636.2368,556.1086,824.0,503.0,832.6667,Tourism
m103,2023-10-01,2022-05-01,636.0135,639.33936,697.7535,777.99023,684.25745,685.6733,581.4737,628.1475,659.6518,536.3894,473.51434,532.4096,735.0,562.0,832.6667,Tourism
m103,2023-11-01,2022-05-01,626.2296,620.2288,687.91754,895.1711,583.91345,627.4809,567.71204,603.6178,699.3879,624.65125,554.1378,528.5553,589.0,414.0,832.6667,Tourism
m104,2022-06-01,2022-05-01,3236.1084,3121.3325,3323.8687,3387.9753,7549.7734,3632.4185,3389.8694,3681.966,3957.5283,3560.93,3651.1372,3608.3167,3585.0,6908.0,3085.0833,Tourism
m104,2022-07-01,2022-05-01,3150.1384,2884.4172,3057.0796,3242.2056,3144.0625,1794.6241,2967.695,3052.0918,3528.6042,3322.6409,3166.0361,2931.3096,4104.0,2588.0,3085.0833,Tourism
m104,2022-08-01,2022-05-01,3175.187,2962.2065,3270.229,3313.171,2985.0107,2267.2454,3337.5698,2997.4111,3836.2305,2966.792,3257.5652,2693.5205,4117.0,2895.0,3085.0833,Tourism
m104,2022-09-01,2022-05-01,3127.39,2848.1277,3255.6804,3292.63,2887.6582,2317.6018,2931.9006,2553.6963,2929.09,2967.6956,2977.4333,2092.4177,2650.0,2470.0,3085.0833,Tourism
m104,2022-10-01,2022-05-01,3087.7852,2779.373,3227.2993,3044.6404,2530.7378,2007.7754,2577.5908,2146.4253,2888.8608,2547.2188,2496.9155,1845.6776,2386.0,1930.0,3085.0833,Tourism
m104,2022-11-01,2022-05-01,3068.5254,2731.3164,3258.0835,3413.3428,2424.8594,2248.8723,3007.9355,2853.13,3427.2876,2780.512,2553.834,2268.9795,2169.0,2096.0,3085.0833,Tourism
m104,2022-12-01,2022-05-01,3051.518,2644.1504,3033.1196,3727.6829,3966.846,3280.0732,3605.0571,3423.7974,4360.547,3745.293,3632.3364,2863.541,3566.0,3754.0,3085.0833,Tourism
m104,2023-01-01,2022-05-01,3125.2268,2699.7725,3029.2615,2935.7942,3114.6555,2718.617,3155.0142,3070.4985,3779.842,3299.1628,3035.4346,2395.244,2621.0,2739.0,3085.0833,Tourism
m104,2023-02-01,2022-05-01,3186.6904,2853.2095,3328.435,2987.4294,2796.0327,2674.946,2984.6172,3044.2944,4396.5215,3935.931,4021.445,2770.0195,2637.0,2756.0,3085.0833,Tourism
m104,2023-03-01,2022-05-01,3218.4553,2757.0527,3234.9263,3168.3438,2821.8672,3053.9272,3253.4685,3663.002,4719.1074,4224.8022,4350.4873,3140.9475,2847.0,3044.0,3085.0833,Tourism
m104,2023-04-01,2022-05-01,3344.2417,2849.603,2864.6,2866.0542,2594.2886,3252.642,3788.9934,3443.38,4391.433,4124.078,4245.2427,2852.2603,3423.0,2528.0,3085.0833,Tourism
m104,2023-05-01,2022-05-01,3487.5183,3471.7368,3447.6565,3454.8704,3738.303,3809.1409,4320.9087,4593.7485,5928.8354,4515.84,4778.7173,3769.114,4042.0,3313.0,3085.0833,Tourism
m104,2023-06-01,2022-05-01,3385.5342,3223.6067,3486.1594,3577.5679,7635.966,4002.907,4473.17,4817.3604,5862.576,4520.598,5167.2593,3731.9973,4023.0,6908.0,3085.0833,Tourism
m104,2023-07-01,2022-05-01,3311.7122,3057.4612,3261.9556,3447.5708,3490.7964,2106.1418,3541.2412,3801.8196,5178.723,4441.1333,4453.5347,3013.9854,3660.0,2588.0,3085.0833,Tourism
m104,2023-08-01,2022-05-01,3297.859,3061.8706,3428.8254,3494.344,3235.123,2289.5203,3795.7097,3612.2568,4664.2847,3900.8716,4407.916,2962.4521,3676.0,2895.0,3085.0833,Tourism
m104,2023-09-01,2022-05-01,3247.9119,2930.5713,3402.8147,3446.464,3011.3882,2264.1016,3036.0833,2989.1304,3439.158,3641.3542,3887.0728,2223.8208,2644.0,2470.0,3085.0833,Tourism
m104,2023-10-01,2022-05-01,3222.951,2873.1655,3361.2053,3261.6743,2681.9412,1835.9847,2674.8845,2601.6562,2987.3313,3106.8015,3042.565,1693.2205,1816.0,1930.0,3085.0833,Tourism
m104,2023-11-01,2022-05-01,3172.0715,2835.981,3373.8425,3570.1113,2694.9253,2303.6768,3175.3293,3337.9893,3289.5393,3118.0803,3329.2417,1936.9597,2138.0,2096.0,3085.0833,Tourism
m105,2022-06-01,2022-05-01,965.56775,979.3537,1046.666,1124.7635,2161.8274,1398.7319,1470.9203,1462.4563,1556.416,1421.6449,1374.5818,1380.3562,1585.0,1952.0,1182.3334,Tourism
m105,2022-07-01,2022-05-01,940.7019,933.35034,986.2287,1145.3313,1997.2988,1420.2355,1740.5216,1655.3667,1800.5488,1689.7697,1495.993,1430.4331,2345.0,1764.0,1182.3334,Tourism
m105,2022-08-01,2022-05-01,947.98987,945.1311,968.0345,1042.5631,1099.371,902.0897,1096.1692,1177.2446,1198.871,1170.7498,1264.372,1093.4985,1230.0,880.0,1182.3334,Tourism
m105,2022-09-01,2022-05-01,934.0304,934.60345,1003.9066,1036.024,891.18225,750.24,1030.4323,945.282,905.21356,956.5324,935.3298,839.8961,921.0,560.0,1182.3334,Tourism
m105,2022-10-01,2022-05-01,922.505,925.443,1014.0372,1109.7362,888.43115,755.0714,941.77905,804.7483,886.0036,792.0687,720.94165,705.6274,656.0,529.0,1182.3334,Tourism
m105,2022-11-01,2022-05-01,916.82745,902.0873,1002.13855,1526.2437,943.8306,921.0416,988.87213,1021.37805,1053.7173,958.52454,978.34314,895.85144,711.0,698.0,1182.3334,Tourism
m105,2022-12-01,2022-05-01,911.9069,883.1095,1000.3014,2424.689,2541.244,2338.5674,2312.376,2234.4897,2447.6555,2118.5088,1957.167,1672.9148,2494.0,2365.0,1182.3334,Tourism
