unique_id,ds,cutoff,NHITS_1,NHITS_6,NHITS_7,NHITS_12,NHITS_17,NHITS_18,NHITS_23,NHITS_24,NHITS_29,NHITS_36,NHITS_43,NHITS_98,y,SeasonalNaive,WindowAverage,dataset
m100,2022-06-01,2022-05-01,2736.317,4262.021,3234.9326,12953.477,12536.218,13314.742,12905.336,12250.455,11153.6045,12241.136,12765.348,10425.221,6329.0,14719.0,5113.9165,Tourism
m100,2022-07-01,2022-05-01,2663.797,3583.6492,3576.7078,8977.141,10263.389,10237.02,10654.288,10709.895,10470.682,10616.535,10956.316,10542.365,13828.0,10062.0,5113.9165,Tourism
m100,2022-08-01,2022-05-01,2684.9355,3017.0015,3191.5693,4424.8237,4279.6562,3678.2944,3253.808,3842.5107,3842.408,4432.0923,5041.7793,3998.953,4275.0,3497.0,5113.9165,Tourism
m100,2022-09-01,2022-05-01,2644.5867,4186.8984,2484.4592,4380.3896,3286.421,3353.3071,3363.6345,3205.3538,3564.583,3698.5618,3516.2812,3465.5073,2727.0,2384.0,5113.9165,Tourism
m100,2022-10-01,2022-05-01,2611.163,4133.8037,3285.762,2756.9343,3728.8271,3003.3018,2998.2273,3108.887,2502.7168,2842.7502,2933.6382,2237.647,2627.0,1851.0,5113.9165,Tourism
m100,2022-11-01,2022-05-01,2594.8933,5777.358,3574.2722,2866.0122,3664.137,4265.0986,2981.794,3548.2197,4015.4082,3355.4731,3582.7778,3496.541,2623.0,2122.0,5113.9165,Tourism
m100,2022-12-01,2022-05-01,2580.5457,12512.781,12180.816,11231.346,13123.205,12776.926,11132.445,13014.889,12244.322,11749.808,12643.092,10936.238,11784.0,11455.0,5113.9165,Tourism
m100,2023-01-01,2022-05-01,2642.7822,3428.9983,4322.8057,4008.5017,4617.2183,4108.935,3642.9124,3854.9375,3717.75,4063.219,5135.6753,5036.047,4556.0,3441.0,5113.9165,Tourism
m100,2023-02-01,2022-05-01,2694.6882,3164.737,3239.2039,3040.5312,3902.6123,3588.444,3265.0864,4196.5176,5010.5293,3644.7498,3906.4849,4467.1895,2710.0,2568.0,5113.9165,Tourism
m100,2023-03-01,2022-05-01,2721.543,3859.1343,4007.4277,3874.514,4288.3164,3820.3862,3518.1396,4420.1377,4869.3086,4443.6567,5174.694,4996.0215,3434.0,3117.0,5113.9165,Tourism
m100,2023-04-01,2022-05-01,2827.7585,3739.2485,4016.9014,3532.1448,4790.658,4486.753,3697.446,4111.786,4281.7446,4382.8726,4913.5566,5316.0625,3817.0,3350.0,5113.9165,Tourism
m100,2023-05-01,2022-05-01,2948.693,3343.4177,3042.9731,4191.332,4248.209,3840.912,4268.4795,4110.169,4096.8887,4206.261,4624.536,4715.7856,3214.0,2801.0,5113.9165,Tourism
m100,2023-06-01,2022-05-01,2862.6318,4591.5635,3290.6204,13767.7295,13010.82,13865.692,13782.138,13245.893,12927.875,13487.252,13924.25,12848.498,8949.0,14719.0,5113.9165,Tourism
m100,2023-07-01,2022-05-01,2800.323,4232.1475,3931.3635,10157.111,10676.104,10629.919,11115.495,11800.676,11165.389,11867.318,13145.467,11815.534,12482.0,10062.0,5113.9165,Tourism
m100,2023-08-01,2022-05-01,2788.5994,3102.6409,3210.8076,5643.0195,4660.101,4116.5244,4172.2725,4324.714,4453.369,5211.0264,6083.4224,5151.7227,7061.0,3497.0,5113.9165,Tourism
m100,2023-09-01,2022-05-01,2746.4558,4300.818,3106.436,4633.3213,3848.903,4159.652,4200.7007,3961.4531,4076.0596,4856.213,4854.3096,4244.0957,3418.0,2384.0,5113.9165,Tourism
m100,2023-10-01,2022-05-01,2725.389,4159.8413,3729.9568,3590.7666,4214.786,3593.9292,3480.9219,3828.886,3689.477,3523.5034,4290.3447,2800.599,2524.0,1851.0,5113.9165,Tourism
m100,2023-11-01,2022-05-01,2682.4143,6196.1875,4283.5576,4184.039,4324.4717,4640.1074,3591.4539,3622.3867,4385.4546,3882.248,4474.9517,3662.3008,2808.0,2122.0,5113.9165,Tourism
m101,2022-06-01,2022-05-01,2633.8206,3209.5388,2961.8066,3723.7578,3661.44,3689.8606,3685.465,3793.0176,3508.331,3700.3777,3737.2136,3627.361,3925.0,3874.0,3144.9167,Tourism
m101,2022-07-01,2022-05-01,2564.0588,3429.7266,3256.4797,4431.74,4258.814,4258.1113,4522.048,4459.7188,4422.1665,4332.8057,4388.105,4259.997,5346.0,4487.0,3144.9167,Tourism
m101,2022-08-01,2022-05-01,2584.3955,3394.2412,2897.972,3460.7178,3354.3252,3372.951,3498.228,3367.8496,3360.6604,3453.3074,3582.9585,3319.6372,5309.0,3631.0,3144.9167,Tourism
m101,2022-09-01,2022-05-01,2545.5742,3690.1797,3214.094,2692.0745,2655.7922,2612.333,2843.7734,3016.9336,3007.5325,2843.6262,3150.9392,2965.9634,2894.0,2355.0,3144.9167,Tourism
m101,2022-10-01,2022-05-01,2513.4182,3376.6335,2879.4246,2958.4963,2755.5056,2654.0962,2998.5488,3107.7068,3174.3257,3095.0188,3310.9924,2850.1196,3889.0,2695.0,3144.9167,Tourism
m101,2022-11-01,2022-05-01,2497.7612,3488.813,2801.5676,2583.8293,2516.5046,2557.816,2754.0222,2841.9993,2994.1853,2773.389,2868.1094,2662.8699,3447.0,2164.0,3144.9167,Tourism
m101,2022-12-01,2022-05-01,2483.9592,4761.121,4946.2153,4617.296,4393.9355,4220.7227,4061.495,4227.2275,4322.422,4161.4883,4271.0347,4157.2954,4851.0,4438.0,3144.9167,Tourism
m101,2023-01-01,2022-05-01,2543.8435,2884.6501,2967.69,2821.47,2799.3394,2652.0894,2583.761,2721.3455,2486.1082,2671.035,2799.4001,2705.9067,3366.0,2623.0,3144.9167,Tourism
m101,2023-02-01,2022-05-01,2593.7888,2833.304,2950.5388,2697.372,2545.103,2532.2124,2530.8345,2589.205,2624.3823,2612.8313,2610.0847,2855.4736,3254.0,2580.0,3144.9167,Tourism
m101,2023-03-01,2022-05-01,2619.6367,3578.782,3516.4663,3316.1084,3044.4688,3061.1633,3235.6938,3217.3762,3308.1038,3246.095,3354.9907,3262.3372,3641.0,3288.0,3144.9167,Tourism
m101,2023-04-01,2022-05-01,2721.8389,3197.733,3357.1584,3143.9512,3076.8965,2985.4646,3089.8818,3127.6843,3121.6887,3076.16,3092.2566,2694.3584,3492.0,2908.0,3144.9167,Tourism
m101,2023-05-01,2022-05-01,2838.192,2884.643,2828.966,2850.5427,2980.377,2916.7954,3021.0142,3008.1782,2975.838,2990.8823,2904.6272,2764.868,3269.0,2696.0,3144.9167,Tourism
m101,2023-06-01,2022-05-01,2755.396,3383.507,3097.8809,3899.039,3754.616,3750.1685,3936.6946,4080.4888,3807.2034,3901.8354,3938.5933,3754.7625,4757.0,3874.0,3144.9167,Tourism
m101,2023-07-01,2022-05-01,2695.4485,3642.0605,3428.8057,4501.397,4283.1484,4349.4224,4591.706,4731.5244,4499.231,4546.904,4591.667,4334.046,7059.0,4487.0,3144.9167,Tourism
m101,2023-08-01,2022-05-01,2684.1611,3538.2708,3006.686,3560.0676,3391.718,3434.8364,3579.549,3558.2854,3470.3027,3535.3706,3647.3865,3397.609,7205.0,3631.0,3144.9167,Tourism
m101,2023-09-01,2022-05-01,2643.618,3881.7107,3367.3425,2870.0059,2808.1633,2702.8025,3033.1497,3193.7896,3185.3145,2946.8809,3284.704,2996.0918,4476.0,2355.0,3144.9167,Tourism
m101,2023-10-01,2022-05-01,2623.3499,3631.0654,3020.326,3104.5981,2908.042,2759.2346,3239.0144,3355.2332,3304.1213,3292.617,3437.88,2961.3147,4941.0,2695.0,3144.9167,Tourism
m101,2023-11-01,2022-05-01,2581.9958,3736.3376,2976.6145,2886.6855,2718.7903,2596.5542,3085.295,3051.153,3189.9365,3048.4004,3097.865,2817.32,4150.0,2164.0,3144.9167,Tourism
m102,2022-06-01,2022-05-01,3334.7002,5954.912,4114.1436,6745.592,5687.3335,5905.8223,5994.7695,5996.4146,5949.195,6181.594,5654.6895,5777.4175,5580.0,6905.0,5162.6665,Tourism
m102,2022-07-01,2022-05-01,3246.0771,5530.6523,3784.0125,7718.3086,6415.715,6532.78,7007.6074,7122.537,6718.5737,6628.869,6546.12,7459.7705,8215.0,6995.0,5162.6665,Tourism
m102,2022-08-01,2022-05-01,3271.8967,4776.254,4335.496,4449.0044,3665.1812,3682.4614,3224.4858,4333.8022,3004.2832,3848.7053,3632.9722,3225.3984,3771.0,3201.0,5162.6665,Tourism
m102,2022-09-01,2022-05-01,3222.6304,6523.3325,5193.3696,4297.782,3724.8647,3683.388,3701.9775,4258.6426,3770.7417,4044.088,3651.5996,3691.1833,4408.0,3472.0,5162.6665,Tourism
m102,2022-10-01,2022-05-01,3181.8062,5976.323,6343.2324,4438.1836,4259.12,4867.632,4393.812,5058.6826,4338.2725,4221.5684,3773.6284,3898.1724,4357.0,3531.0,5162.6665,Tourism
m102,2022-11-01,2022-05-01,3161.957,8400.997,9305.873,8661.946,8316.61,8902.991,8635.26,10001.728,9466.051,9242.324,9237.887,10075.997,8738.0,9100.0,5162.6665,Tourism
m102,2022-12-01,2022-05-01,3144.4246,13741.277,12449.287,12463.457,13102.574,13575.236,12775.103,13252.914,12614.93,12927.201,12647.003,11558.68,11561.0,12653.0,5162.6665,Tourism
m102,2023-01-01,2022-05-01,3220.3967,2945.9167,3303.9585,3196.4014,3740.2954,3189.0293,3017.7224,2923.5713,2998.9463,3730.128,3534.7827,4492.968,3552.0,3201.0,5162.6665,Tourism
m102,2023-02-01,2022-05-01,3283.7458,3254.312,3254.1934,3697.0142,3624.449,3664.2288,2771.2678,3763.7434,3371.5127,3653.9897,3186.9126,4978.095,2836.0,2951.0,5162.6665,Tourism
m102,2023-03-01,2022-05-01,3316.4788,3715.4958,3944.8176,4511.2715,4262.417,4025.8274,3674.559,3766.5835,3843.5579,4021.6792,3933.803,4934.3877,2939.0,3471.0,5162.6665,Tourism
m102,2023-04-01,2022-05-01,3446.1257,3598.6543,3960.4712,4037.058,4479.5522,4169.498,3700.346,3829.2458,3711.7573,3305.8179,3224.0156,2903.8838,3317.0,3058.0,5162.6665,Tourism
m102,2023-05-01,2022-05-01,3593.81,3863.918,3978.8513,4123.2153,4041.3145,3873.9126,3951.0725,3933.9988,3752.251,3892.5107,3579.932,4133.6016,2978.0,3414.0,5162.6665,Tourism
m102,2023-06-01,2022-05-01,3488.6848,6452.7373,4646.102,7513.7275,6028.005,6097.011,6295.0254,7051.2256,6543.59,6886.4316,6189.93,6263.8687,5930.0,6905.0,5162.6665,Tourism
m102,2023-07-01,2022-05-01,3412.5916,6103.992,3737.7576,7860.966,6337.1304,6625.7246,6888.654,7676.1543,6830.88,7097.6973,6610.3203,7941.2554,7455.0,6995.0,5162.6665,Tourism
m102,2023-08-01,2022-05-01,3398.3179,4620.8525,4336.1016,4914.793,3827.7236,3823.36,3996.995,4706.3496,3500.6665,4344.604,3484.646,4103.9795,4202.0,3201.0,5162.6665,Tourism
m102,2023-09-01,2022-05-01,3346.832,6450.044,5665.1953,5264.327,4013.4224,4197.3486,4343.5586,4988.9414,4295.555,5084.595,3700.2952,4790.837,3501.0,3472.0,5162.6665,Tourism
m102,2023-10-01,2022-05-01,3321.1028,6104.619,6916.688,5234.304,4507.541,5519.5483,5251.2754,6411.033,5042.0356,5222.4956,4238.5713,4847.4873,3986.0,3531.0,5162.6665,Tourism
m102,2023-11-01,2022-05-01,3268.664,8585.48,9570.446,9311.207,8980.861,9610.556,9991.367,11427.943,10220.268,10646.287,9788.461,11269.996,9912.0,9100.0,5162.6665,Tourism
m103,2022-06-01,2022-05-01,637.5746,653.5066,649.1294,2168.768,1791.8788,1794.8191,1868.7498,1704.1024,1761.5759,1804.7634,1715.7168,1491.9088,2089.0,2503.0,832.6667,Tourism
m103,2022-07-01,2022-05-01,621.5374,694.99335,656.9318,1055.7793,908.2773,831.6023,1132.043,1045.2377,1072.5098,1111.9557,988.1052,993.9175,1636.0,1184.0,832.6667,Tourism
m103,2022-08-01,2022-05-01,626.2637,713.60065,592.9625,646.266,596.78986,552.2168,556.6746,644.10516,575.4994,694.73315,649.8773,566.8061,1186.0,500.0,832.6667,Tourism
m103,2022-09-01,2022-05-01,617.193,700.691,652.92224,705.2881,577.475,635.9431,574.21265,656.9105,649.62823,599.65466,616.783,591.16736,613.0,503.0,832.6667,Tourism
m103,2022-10-01,2022-05-01,609.72174,721.3045,527.73584,624.9435,614.7878,613.52386,582.2581,553.58984,569.3895,597.48376,588.5372,417.52686,688.0,562.0,832.6667,Tourism
m103,2022-11-01,2022-05-01,606.00696,864.99866,559.44763,501.01288,560.5021,585.6472,510.30508,590.19104,635.76904,609.5517,631.082,505.89526,509.0,414.0,832.6667,Tourism
m103,2022-12-01,2022-05-01,602.83624,872.65393,895.5347,867.75543,863.8725,961.1506,908.3723,968.7001,1068.0719,908.76697,1085.5068,836.9234,1318.0,883.0,832.6667,Tourism
m103,2023-01-01,2022-05-01,616.9008,730.85956,760.01355,636.08264,841.06305,837.467,817.1484,826.9035,724.86694,832.2188,800.032,675.94666,556.0,666.0,832.6667,Tourism
m103,2023-02-01,2022-05-01,628.66907,857.77057,896.14685,894.7098,871.4867,841.6058,751.1442,796.9854,907.0925,860.4266,795.348,893.0433,631.0,899.0,832.6667,Tourism
m103,2023-03-01,2022-05-01,634.9055,679.43744,714.28296,579.88617,648.9219,652.6356,638.13513,711.18494,776.8831,731.21136,810.01355,708.9196,637.0,642.0,832.6667,Tourism
m103,2023-04-01,2022-05-01,658.94037,627.6872,711.6123,626.0427,720.82367,684.53394,682.16064,733.4461,716.9018,699.599,606.1969,602.96454,866.0,585.0,832.6667,Tourism
m103,2023-05-01,2022-05-01,686.0562,688.9306,683.1896,820.7428,792.1307,785.3659,798.72314,788.9933,808.3343,798.4282,805.9289,826.46216,836.0,651.0,832.6667,Tourism
m103,2023-06-01,2022-05-01,666.85864,708.6973,692.4626,2188.2026,1897.5862,1910.198,1950.2849,1848.686,1964.7279,1923.9385,1849.4337,1718.334,1980.0,2503.0,832.6667,Tourism
m103,2023-07-01,2022-05-01,652.8943,715.08746,692.45416,1185.8804,992.22394,919.7096,1210.1478,1142.4319,1192.9363,1274.0015,1199.1112,1163.7698,1729.0,1184.0,832.6667,Tourism
m103,2023-08-01,2022-05-01,650.10767,727.85406,635.6123,750.4303,632.7694,591.78955,651.28687,663.5929,672.2035,801.9065,732.3378,679.0804,1164.0,500.0,832.6667,Tourism
m103,2023-09-01,2022-05-01,640.728,716.79315,672.686,714.7824,552.87836,643.8036,687.645,651.55615,665.3142,660.69037,690.4805,615.9083,824.0,503.0,832.6667,Tourism
m103,2023-10-01,2022-05-01,636.0135,777.99023,584.6656,684.25745,625.82587,685.6733,614.2595,581.4737,649.91486,628.1475,652.09686,407.04926,735.0,562.0,832.6667,Tourism
m103,2023-11-01,2022-05-01,626.2296,895.1711,595.263,583.91345,565.9428,627.4809,598.00287,567.71204,687.0663,603.6178,674.86444,516.6793,589.0,414.0,832.6667,Tourism
m104,2022-06-01,2022-05-01,3236.1084,3387.9753,3395.3389,7549.7734,3613.3933,3632.4185,3816.0686,3389.8694,3494.3752,3681.966,3693.7708,3578.019,3585.0,6908.0,3085.0833,Tourism
m104,2022-07-01,2022-05-01,3150.1384,3242.2056,3370.6426,3144.0625,2099.1055,1794.6241,3500.5222,2967.695,3029.6155,3052.0918,2994.9968,2988.1992,4104.0,2588.0,3085.0833,Tourism
m104,2022-08-01,2022-05-01,3175.187,3313.171,3114.092,2985.0107,2272.2686,2267.2454,3349.8904,3337.5698,2881.8066,2997.4111,3286.9927,2325.316,4117.0,2895.0,3085.0833,Tourism
m104,2022-09-01,2022-05-01,3127.39,3292.63,3300.5242,2887.6582,2453.3162,2317.6018,3015.8389,2931.9006,2767.6565,2553.6963,2774.4167,2201.599,2650.0,2470.0,3085.0833,Tourism
m104,2022-10-01,2022-05-01,3087.7852,3044.6404,2571.3413,2530.7378,1997.751,2007.7754,2527.041,2577.5908,2356.4834,2146.4253,2304.123,1989.0181,2386.0,1930.0,3085.0833,Tourism
m104,2022-11-01,2022-05-01,3068.5254,3413.3428,2563.322,2424.8594,2151.5864,2248.8723,2738.945,3007.9355,2970.1455,2853.13,2799.3228,2551.2458,2169.0,2096.0,3085.0833,Tourism
m104,2022-12-01,2022-05-01,3051.518,3727.6829,3992.6628,3966.846,3060.6086,3280.0732,3546.4443,3605.0571,3311.2607,3423.7974,3784.2793,3223.2656,3566.0,3754.0,3085.0833,Tourism
m104,2023-01-01,2022-05-01,3125.2268,2935.7942,3016.9702,3114.6555,2669.5225,2718.617,3071.3462,3155.0142,2853.1335,3070.4985,3238.6177,2913.049,2621.0,2739.0,3085.0833,Tourism
m104,2023-02-01,2022-05-01,3186.6904,2987.4294,3056.4775,2796.0327,2837.752,2674.946,2933.13,2984.6172,3047.795,3044.2944,3450.9429,3927.1584,2637.0,2756.0,3085.0833,Tourism
m104,2023-03-01,2022-05-01,3218.4553,3168.3438,3175.5076,2821.8672,2973.0354,3053.9272,3129.5642,3253.4685,3533.7778,3663.002,4310.584,3886.3218,2847.0,3044.0,3085.0833,Tourism
m104,2023-04-01,2022-05-01,3344.2417,2866.0542,3122.6416,2594.2886,3486.7874,3252.642,3699.8867,3788.9934,3435.861,3443.38,3864.7578,3646.1958,3423.0,2528.0,3085.0833,Tourism
m104,2023-05-01,2022-05-01,3487.5183,3454.8704,3383.7358,3738.303,3597.7532,3809.1409,4209.705,4320.9087,4388.1577,4593.7485,4926.761,4184.0347,4042.0,3313.0,3085.0833,Tourism
m104,2023-06-01,2022-05-01,3385.5342,3577.5679,3554.8462,7635.966,3840.3806,4002.907,4830.15,4473.17,4573.3535,4817.3604,4978.9326,4514.1973,4023.0,6908.0,3085.0833,Tourism
m104,2023-07-01,2022-05-01,3311.7122,3447.5708,3451.078,3490.7964,2271.3777,2106.1418,3957.0862,3541.2412,3582.867,3801.8196,3973.059,3898.6917,3660.0,2588.0,3085.0833,Tourism
m104,2023-08-01,2022-05-01,3297.859,3494.344,3135.0103,3235.123,2279.998,2289.5203,3873.3572,3795.7097,3438.7124,3612.2568,4017.658,3301.1072,3676.0,2895.0,3085.0833,Tourism
m104,2023-09-01,2022-05-01,3247.9119,3446.464,3246.3064,3011.3882,2378.25,2264.1016,3342.9685,3036.0833,3135.5337,2989.1304,3404.9421,2977.9482,2644.0,2470.0,3085.0833,Tourism
m104,2023-10-01,2022-05-01,3222.951,3261.6743,2632.3345,2681.9412,2095.665,1835.9847,2714.2224,2674.8845,2681.797,2601.6562,2710.3303,2248.3987,1816.0,1930.0,3085.0833,Tourism
m104,2023-11-01,2022-05-01,3172.0715,3570.1113,2671.3223,2694.9253,2182.8145,2303.6768,2983.1758,3175.3293,3193.43,3337.9893,3324.1414,2699.6128,2138.0,2096.0,3085.0833,Tourism
m105,2022-06-01,2022-05-01,965.56775,1124.7635,985.88184,2161.8274,1338.9248,1398.7319,1622.6201,1470.9203,1369.3798,1462.4563,1374.6624,1433.0012,1585.0,1952.0,1182.3334,Tourism
m105,2022-07-01,2022-05-01,940.7019,1145.3313,1067.7234,1997.2988,1379.9731,1420.2355,1714.4406,1740.5216,1630.5956,1655.3667,1621.9302,1622.711,2345.0,1764.0,1182.3334,Tourism
m105,2022-08-01,2022-05-01,947.98987,1042.5631,865.6312,1099.371,873.4584,902.0897,1016.2622,1096.1692,1046.8406,1177.2446,1180.0365,1105.5754,1230.0,880.0,1182.3334,Tourism
m105,2022-09-01,2022-05-01,934.0304,1036.024,832.3039,891.18225,698.3628,750.24,875.2748,1030.4323,917.886,945.282,1005.2023,886.68646,921.0,560.0,1182.3334,Tourism
m105,2022-10-01,2022-05-01,922.505,1109.7362,869.6343,888.43115,748.58295,755.0714,769.04535,941.77905,721.297,804.7483,875.1665,646.20465,656.0,529.0,1182.3334,Tourism
m105,2022-11-01,2022-05-01,916.82745,1526.2437,1017.0916,943.8306,920.4106,921.0416,906.81757,988.87213,993.9174,1021.37805,982.7884,920.81866,711.0,698.0,1182.3334,Tourism
m105,2022-12-01,2022-05-01,911.9069,2424.689,2604.9858,2541.244,2268.4841,2338.5674,2272.175,2312.376,2202.7017,2234.4897,2412.635,1934.4456,2494.0,2365.0,1182.3334,Tourism
